Path,Name,N_Tracks
data/midi-classic-music/midiclassics/Bach/Bwv0933 Little Prelude n1.mid,Bwv0933 Little Prelude n1.mid,2.0
data/midi-classic-music/midiclassics/Bach/Bwv0934 Little Prelude n2.mid,Bwv0934 Little Prelude n2.mid,2.0
data/midi-classic-music/midiclassics/Bach/Bwv0935 Little Prelude n3.mid,Bwv0935 Little Prelude n3.mid,2.0
data/midi-classic-music/midiclassics/Bach/Bwv0936 Little Prelude n4.mid,Bwv0936 Little Prelude n4.mid,3.0
data/midi-classic-music/midiclassics/Bach/Bwv0937 Little Prelude n5.mid,Bwv0937 Little Prelude n5.mid,2.0
data/midi-classic-music/midiclassics/Bach/Bwv0938 Little Prelude n6.mid,Bwv0938 Little Prelude n6.mid,2.0
data/midi-classic-music/midiclassics/Bach/Bwv0963 Sonata.mid,Bwv0963 Sonata.mid,12.0
data/midi-classic-music/midiclassics/Bach/Bwv0967 Sonata.mid,Bwv0967 Sonata.mid,12.0
data/midi-classic-music/midiclassics/Bach/Bwv0992 Capriccio.mid,Bwv0992 Capriccio.mid,12.0
data/midi-classic-music/midiclassics/Bach/Bwv0996 Suite for Lute.mid,Bwv0996 Suite for Lute.mid,6.0
data/midi-classic-music/midiclassics/Bach/Bwv0997 Partita for Lute 1mov.mid,Bwv0997 Partita for Lute 1mov.mid,2.0
data/midi-classic-music/midiclassics/Bach/Bwv0997 Partita for Lute 2mov.mid,Bwv0997 Partita for Lute 2mov.mid,4.0
data/midi-classic-music/midiclassics/Bach/Bwv0997 Partita for Lute 3mov.mid,Bwv0997 Partita for Lute 3mov.mid,5.0
data/midi-classic-music/midiclassics/Bach/Bwv0997 Partita for Lute 4mov.mid,Bwv0997 Partita for Lute 4mov.mid,2.0
data/midi-classic-music/midiclassics/Bach/Bwv0997 Partita for Lute 5mov.mid,Bwv0997 Partita for Lute 5mov.mid,2.0
data/midi-classic-music/midiclassics/Bach/Bwv0998 Prelude Fugue Allegro for Lute 1mov.mid,Bwv0998 Prelude Fugue Allegro for Lute 1mov.mid,3.0
data/midi-classic-music/midiclassics/Bach/Bwv0998 Prelude Fugue Allegro for Lute 2mov.mid,Bwv0998 Prelude Fugue Allegro for Lute 2mov.mid,4.0
data/midi-classic-music/midiclassics/Bach/Bwv0998 Prelude Fugue Allegro for Lute 3mov.mid,Bwv0998 Prelude Fugue Allegro for Lute 3mov.mid,3.0
data/midi-classic-music/midiclassics/Bach/Bwv1005 Violin Sonata n3 1mov Adagio.mid,Bwv1005 Violin Sonata n3 1mov Adagio.mid,4.0
data/midi-classic-music/midiclassics/Bach/Bwv1005 Violin Sonata n3 2mov Fugue.mid,Bwv1005 Violin Sonata n3 2mov Fugue.mid,4.0
data/midi-classic-music/midiclassics/Bach/Bwv1005 Violin Sonata n3 3mov Largo.mid,Bwv1005 Violin Sonata n3 3mov Largo.mid,4.0
data/midi-classic-music/midiclassics/Bach/Bwv1005 Violin Sonata n3 4mov Allegro.mid,Bwv1005 Violin Sonata n3 4mov Allegro.mid,1.0
data/midi-classic-music/midiclassics/Bach/Bwv1014 Harpsicord and Violin Sonata 1mov.mid,Bwv1014 Harpsicord and Violin Sonata 1mov.mid,5.0
data/midi-classic-music/midiclassics/Bach/Bwv1014 Harpsicord and Violin Sonata 2mov.mid,Bwv1014 Harpsicord and Violin Sonata 2mov.mid,5.0
data/midi-classic-music/midiclassics/Bach/Bwv1014 Harpsicord and Violin Sonata 3mov.mid,Bwv1014 Harpsicord and Violin Sonata 3mov.mid,4.0
data/midi-classic-music/midiclassics/Bach/Bwv1014 Harpsicord and Violin Sonata 4mov.mid,Bwv1014 Harpsicord and Violin Sonata 4mov.mid,4.0
data/midi-classic-music/midiclassics/Bach/Bwv1046 aSinfonia h.mid,Bwv1046 aSinfonia h.mid,13.0
data/midi-classic-music/midiclassics/Bach/Bwv802 Four Inventions (Duettos) Clavier-U_bung III n1.mid,Bwv802 Four Inventions (Duettos) Clavier-U_bung III n1.mid,2.0
"data/midi-classic-music/midiclassics/Bach/Clavierubung Part 111,Duet No.2 in F Major.mid","Clavierubung Part 111,Duet No.2 in F Major.mid",2.0
data/midi-classic-music/midiclassics/Bach/Jesu Joy of Man Desiring.mid,Jesu Joy of Man Desiring.mid,11.0
data/midi-classic-music/midiclassics/Bach/Minuet in G.mid,Minuet in G.mid,2.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No...mid,Piano version of Bachs two part inventions No...mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.1.mid,Piano version of Bachs two part inventions No.1.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.10.mid,Piano version of Bachs two part inventions No.10.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.11.mid,Piano version of Bachs two part inventions No.11.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.12.mid,Piano version of Bachs two part inventions No.12.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.13.mid,Piano version of Bachs two part inventions No.13.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.14.mid,Piano version of Bachs two part inventions No.14.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.15.mid,Piano version of Bachs two part inventions No.15.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.2.mid,Piano version of Bachs two part inventions No.2.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.3.mid,Piano version of Bachs two part inventions No.3.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.4.mid,Piano version of Bachs two part inventions No.4.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.5.mid,Piano version of Bachs two part inventions No.5.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.6.mid,Piano version of Bachs two part inventions No.6.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.7.mid,Piano version of Bachs two part inventions No.7.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.8.mid,Piano version of Bachs two part inventions No.8.mid,3.0
data/midi-classic-music/midiclassics/Bach/Piano version of Bachs two part inventions No.9.mid,Piano version of Bachs two part inventions No.9.mid,3.0
"data/midi-classic-music/midiclassics/Bach/Prelude and Fugue in A, BWV 888.mid","Prelude and Fugue in A, BWV 888.mid",3.0
data/midi-classic-music/midiclassics/Bach/Prelude and Fugue in C Sharp BWV 872.mid,Prelude and Fugue in C Sharp BWV 872.mid,3.0
data/midi-classic-music/midiclassics/Bach/Prelude and Fugue in D.mid,Prelude and Fugue in D.mid,3.0
data/midi-classic-music/midiclassics/Bach/Prelude from Sonata n6.mid,Prelude from Sonata n6.mid,18.0
"data/midi-classic-music/midiclassics/Bach/Tocatto No.1 in F Sharp Minor, BWV 910.mid","Tocatto No.1 in F Sharp Minor, BWV 910.mid",12.0
"data/midi-classic-music/midiclassics/Bach/Toccata and Fugue in D minor, BWV 565. (Busoni Piano Arr.mid","Toccata and Fugue in D minor, BWV 565. (Busoni Piano Arr.mid",2.0
data/midi-classic-music/midiclassics/Barber/Excursions No.1.mid,Excursions No.1.mid,2.0
data/midi-classic-music/midiclassics/Barber/Excursions No.2.mid,Excursions No.2.mid,4.0
data/midi-classic-music/midiclassics/Barber/Excursions No.3.mid,Excursions No.3.mid,3.0
data/midi-classic-music/midiclassics/Barber/Excursions No.4.mid,Excursions No.4.mid,4.0
data/midi-classic-music/midiclassics/Bartelet/Mazurka Hongroise.mid,Mazurka Hongroise.mid,2.0
data/midi-classic-music/midiclassics/Bartok/A Rumanian Dance No.1.mid,A Rumanian Dance No.1.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Children's piece No.2.mid,Children's piece No.2.mid,17.0
data/midi-classic-music/midiclassics/Bartok/Courting Song.mid,Courting Song.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Mikrokosmos.mid,Mikrokosmos.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces An Evening at the Village Mov.5.mid,Ten Easy Piano Pieces An Evening at the Village Mov.5.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces Aurora Mov.7.mid,Ten Easy Piano Pieces Aurora Mov.7.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces Bear Dance Mov.10.mid,Ten Easy Piano Pieces Bear Dance Mov.10.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces Dedication Mov.0.mid,Ten Easy Piano Pieces Dedication Mov.0.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces Finger-Exercise Mov.9.mid,Ten Easy Piano Pieces Finger-Exercise Mov.9.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces Hungarian Folksong Mov.6.mid,Ten Easy Piano Pieces Hungarian Folksong Mov.6.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces Hungarian Folksong Mov.8.mid,Ten Easy Piano Pieces Hungarian Folksong Mov.8.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces Painful Wrestling Mov.2.mid,Ten Easy Piano Pieces Painful Wrestling Mov.2.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces Peasant's Song Mov.1.mid,Ten Easy Piano Pieces Peasant's Song Mov.1.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces Slovak Peasant's Dance Mov.3.mid,Ten Easy Piano Pieces Slovak Peasant's Dance Mov.3.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Ten Easy Piano Pieces Sostenuto Mov.4.mid,Ten Easy Piano Pieces Sostenuto Mov.4.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Unknown Piano Sonata Mov.1.mid,Unknown Piano Sonata Mov.1.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Unknown Piano Sonata Mov.2.mid,Unknown Piano Sonata Mov.2.mid,2.0
data/midi-classic-music/midiclassics/Bartok/Unknown Piano Sonata Mov.3.mid,Unknown Piano Sonata Mov.3.mid,2.0
"data/midi-classic-music/midiclassics/Becker/Marche Pompeuse ,Majestic March or Huldigungsmarsch).mid","Marche Pompeuse ,Majestic March or Huldigungsmarsch).mid",2.0
data/midi-classic-music/midiclassics/Beethoven/32 Variations on a theme.mid,32 Variations on a theme.mid,3.0
data/midi-classic-music/midiclassics/Beethoven/Andante in F Major.mid,Andante in F Major.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Anh06 Rondo.mid,Anh06 Rondo.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Anh08Nb1 Gavotte 4 hands.mid,Anh08Nb1 Gavotte 4 hands.mid,4.0
data/midi-classic-music/midiclassics/Beethoven/Anhang 14-3.mid,Anhang 14-3.mid,
data/midi-classic-music/midiclassics/Beethoven/Bagatella Fur Elise.mid,Bagatella Fur Elise.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Bagatella op33 n1.mid,Bagatella op33 n1.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Bagatella op33 n2.mid,Bagatella op33 n2.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Bagatella op33 n3.mid,Bagatella op33 n3.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Bagatella op33 n4.mid,Bagatella op33 n4.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Bagatella op33 n5.mid,Bagatella op33 n5.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Bagatella op33 n6.mid,Bagatella op33 n6.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Fur Elise.mid,Fur Elise.mid,4.0
data/midi-classic-music/midiclassics/Beethoven/Hess057 Bagatella.mid,Hess057 Bagatella.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Hess059 Exercizio Per Pianoforte.mid,Hess059 Exercizio Per Pianoforte.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Hess061 Anglaise.mid,Hess061 Anglaise.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Hess063 keyb Kaplied.mid,Hess063 keyb Kaplied.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Hess073 Bagatella.mid,Hess073 Bagatella.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Hess074 Bagatella.mid,Hess074 Bagatella.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/HessA21 Bagatella.mid,HessA21 Bagatella.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Lieder op46 ''Adelaide''.mid,Lieder op46 ''Adelaide''.mid,3.0
data/midi-classic-music/midiclassics/Beethoven/Lieder op48 n1 ''Bitten''.mid,Lieder op48 n1 ''Bitten''.mid,3.0
data/midi-classic-music/midiclassics/Beethoven/Lieder op48 n2 ''Die Liebe Des Nachsten''.mid,Lieder op48 n2 ''Die Liebe Des Nachsten''.mid,3.0
data/midi-classic-music/midiclassics/Beethoven/Lieder op48 n3 ''Vom Tode''.mid,Lieder op48 n3 ''Vom Tode''.mid,3.0
data/midi-classic-music/midiclassics/Beethoven/Lieder op48 n4 ''Die Ehre Gottes Aus Der Natur''.mid,Lieder op48 n4 ''Die Ehre Gottes Aus Der Natur''.mid,3.0
data/midi-classic-music/midiclassics/Beethoven/Lieder op48 n5 ''Gottes Macht Und Vorsehung''.mid,Lieder op48 n5 ''Gottes Macht Und Vorsehung''.mid,3.0
data/midi-classic-music/midiclassics/Beethoven/Lieder op48 n6 ''Busslied''.mid,Lieder op48 n6 ''Busslied''.mid,3.0
data/midi-classic-music/midiclassics/Beethoven/Lieder op82 n1 ''Dimmi Den Mio Che Mi Ami''.mid,Lieder op82 n1 ''Dimmi Den Mio Che Mi Ami''.mid,3.0
data/midi-classic-music/midiclassics/Beethoven/Lieder op99 ''Der Mann Von Wort''.mid,Lieder op99 ''Der Mann Von Wort''.mid,3.0
data/midi-classic-music/midiclassics/Beethoven/March No.3.mid,March No.3.mid,5.0
data/midi-classic-music/midiclassics/Beethoven/Minuetto.mid,Minuetto.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Op.51.mid,Op.51.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/op051 3 Rondos.mid,op051 3 Rondos.mid,5.0
data/midi-classic-music/midiclassics/Beethoven/op077 Fantaisie.mid,op077 Fantaisie.mid,5.0
data/midi-classic-music/midiclassics/Beethoven/op089 Polonaise.mid,op089 Polonaise.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/op119 Douze Bagatellas.mid,op119 Douze Bagatellas.mid,5.0
data/midi-classic-music/midiclassics/Beethoven/op126 Six Bagatellas.mid,op126 Six Bagatellas.mid,5.0
data/midi-classic-music/midiclassics/Beethoven/Op33 No.4.mid,Op33 No.4.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Opus045 Three Grandes Marches.mid,Opus045 Three Grandes Marches.mid,5.0
data/midi-classic-music/midiclassics/Beethoven/Overture ''Corolian'' op62.mid,Overture ''Corolian'' op62.mid,18.0
data/midi-classic-music/midiclassics/Beethoven/Overture ''Creatures Of Prometeus'' op43.mid,Overture ''Creatures Of Prometeus'' op43.mid,12.0
data/midi-classic-music/midiclassics/Beethoven/Overture ''Egmont''.mid,Overture ''Egmont''.mid,15.0
data/midi-classic-music/midiclassics/Beethoven/Overture ''Fidelio'' op72b.mid,Overture ''Fidelio'' op72b.mid,19.0
data/midi-classic-music/midiclassics/Beethoven/Overture ''Inauguration of the House'' op214.mid,Overture ''Inauguration of the House'' op214.mid,19.0
data/midi-classic-music/midiclassics/Beethoven/Overture ''King Stephen''.mid,Overture ''King Stephen''.mid,17.0
data/midi-classic-music/midiclassics/Beethoven/Overture ''Leonore'' n2 op72.mid,Overture ''Leonore'' n2 op72.mid,27.0
data/midi-classic-music/midiclassics/Beethoven/Overture ''Leonore'' n3 op72.mid,Overture ''Leonore'' n3 op72.mid,29.0
data/midi-classic-music/midiclassics/Beethoven/Overture ''Leonore'' op138 n1.mid,Overture ''Leonore'' op138 n1.mid,21.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n1 op15 1mov.mid,Piano Concerto n1 op15 1mov.mid,15.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n1 op15 2mov.mid,Piano Concerto n1 op15 2mov.mid,14.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n1 op15 3mov.mid,Piano Concerto n1 op15 3mov.mid,16.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n2 op19 1mov.mid,Piano Concerto n2 op19 1mov.mid,10.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n2 op19 2mov.mid,Piano Concerto n2 op19 2mov.mid,15.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n2 op19 3mov.mid,Piano Concerto n2 op19 3mov.mid,15.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n3 op37 1mov.mid,Piano Concerto n3 op37 1mov.mid,16.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n3 op37 2mov.mid,Piano Concerto n3 op37 2mov.mid,14.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n3 op37 3mov.mid,Piano Concerto n3 op37 3mov.mid,18.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n4 op58 1mov.mid,Piano Concerto n4 op58 1mov.mid,16.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n4 op58 2mov.mid,Piano Concerto n4 op58 2mov.mid,11.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n4 op58 3mov.mid,Piano Concerto n4 op58 3mov.mid,18.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n5 op73 1mov ''Emperor''.mid,Piano Concerto n5 op73 1mov ''Emperor''.mid,19.0
data/midi-classic-music/midiclassics/Beethoven/Piano Concerto n5 op73 2-3mov ''Emperor''.mid,Piano Concerto n5 op73 2-3mov ''Emperor''.mid,21.0
"data/midi-classic-music/midiclassics/Beethoven/Piano Concerto No5,Mov.1.mid","Piano Concerto No5,Mov.1.mid",18.0
"data/midi-classic-music/midiclassics/Beethoven/Piano Concerto No5,Mov.3.mid","Piano Concerto No5,Mov.3.mid",16.0
data/midi-classic-music/midiclassics/Beethoven/Piano Romance  No.50.mid,Piano Romance  No.50.mid,2.0
"data/midi-classic-music/midiclassics/Beethoven/Piano Sonata No 28 in B flat -Hammerklavier- Op.106, 2nd Mov Scherzo.mid","Piano Sonata No 28 in B flat -Hammerklavier- Op.106, 2nd Mov Scherzo.mid",2.0
"data/midi-classic-music/midiclassics/Beethoven/Piano Sonata No.27,  3rd mov.mid","Piano Sonata No.27,  3rd mov.mid",1.0
data/midi-classic-music/midiclassics/Beethoven/Piano Sonata No.27.mid,Piano Sonata No.27.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Piano Sonata No2 Assai vivace.mid,Piano Sonata No2 Assai vivace.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Piano Sonatina in G Op79.mid,Piano Sonatina in G Op79.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Piano Sonatina No.2 Op 49.mid,Piano Sonatina No.2 Op 49.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Preludes 2 Through Major keys 39.mid,Preludes 2 Through Major keys 39.mid,4.0
data/midi-classic-music/midiclassics/Beethoven/Rage over a lost pennny.mid,Rage over a lost pennny.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Romance piano.mid,Romance piano.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Rondo in B flat.mid,Rondo in B flat.mid,2.0
"data/midi-classic-music/midiclassics/Beethoven/Rondo Opus.51, No.1.mid","Rondo Opus.51, No.1.mid",2.0
"data/midi-classic-music/midiclassics/Beethoven/Rondo Opus.51, No.2.mid","Rondo Opus.51, No.2.mid",2.0
data/midi-classic-music/midiclassics/Beethoven/Sechs Variationen.mid,Sechs Variationen.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Seven Inversions of God Save the King.mid,Seven Inversions of God Save the King.mid,4.0
"data/midi-classic-music/midiclassics/Beethoven/Sieben Bagatellen, C Major, Opus.33, No.2.mid","Sieben Bagatellen, C Major, Opus.33, No.2.mid",2.0
"data/midi-classic-music/midiclassics/Beethoven/Sieben Bagatellen, in A Major, Opus.33, No.4.mid","Sieben Bagatellen, in A Major, Opus.33, No.4.mid",2.0
"data/midi-classic-music/midiclassics/Beethoven/Sieben Bagatellen, in C Major, Opus.33, No.5.mid","Sieben Bagatellen, in C Major, Opus.33, No.5.mid",2.0
"data/midi-classic-music/midiclassics/Beethoven/Sieben Bagatellen, in D Major, Opus.33, No.6.mid","Sieben Bagatellen, in D Major, Opus.33, No.6.mid",2.0
"data/midi-classic-music/midiclassics/Beethoven/Sieben Bagatellen, in E flat Major, Opus.33, No.1.mid","Sieben Bagatellen, in E flat Major, Opus.33, No.1.mid",2.0
"data/midi-classic-music/midiclassics/Beethoven/Sieben Bagatellen, in F Major, Opus.33, No.3.mid","Sieben Bagatellen, in F Major, Opus.33, No.3.mid",2.0
data/midi-classic-music/midiclassics/Beethoven/Sketch for Piano Alla Marcia.mid,Sketch for Piano Alla Marcia.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sketch for Piano Allegretto.mid,Sketch for Piano Allegretto.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sketch for Piano Allegro Giocoso.mid,Sketch for Piano Allegro Giocoso.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sketch for Piano Allegro.mid,Sketch for Piano Allegro.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sketch for Piano Presto.mid,Sketch for Piano Presto.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sonata in Bflat Major Op.106.mid,Sonata in Bflat Major Op.106.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sonata No.14 Op 27 Moonlight Sonata.mid,Sonata No.14 Op 27 Moonlight Sonata.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sonata No.14 Op 27 Sonata Quasi Una Fantasia.mid,Sonata No.14 Op 27 Sonata Quasi Una Fantasia.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sonata op78 1st mov.mid,Sonata op78 1st mov.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sonata Opus.81a -Les Adieux- E flat No.1.mid,Sonata Opus.81a -Les Adieux- E flat No.1.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Sonata Opus.81a -Les Adieux- E flat No.2 & 3.mid,Sonata Opus.81a -Les Adieux- E flat No.2 & 3.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Sonata Presto.mid,Sonata Presto.mid,1.0
"data/midi-classic-music/midiclassics/Beethoven/Sonata, Opus.111 C minor No.1.mid","Sonata, Opus.111 C minor No.1.mid",1.0
"data/midi-classic-music/midiclassics/Beethoven/Sonata, Opus.111 C minor No.2.mid","Sonata, Opus.111 C minor No.2.mid",1.0
data/midi-classic-music/midiclassics/Beethoven/Sonatina Fa maj woo.mid,Sonatina Fa maj woo.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sonatina In C.mid,Sonatina In C.mid,1.0
data/midi-classic-music/midiclassics/Beethoven/Sonatina n1 op05.mid,Sonatina n1 op05.mid,2.0
data/midi-classic-music/midiclassics/Beethoven/Sonatina op33 4mov.mid,Sonatina op33 4mov.mid,1.0
